Name,Position,Goals,Losses,Assists,Red cards,Fouls,Appearances,Passes per match,Passes,Wins,Yellow cards
Ezgjan Alioski,Midfielder,2.0,13.0,3.0,0.0,39.0,36.0,38.25,1377.0,18.0,7.0
Leighton Clarkson,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ashley Westwood,Midfielder,12.0,127.0,29.0,0.0,234.0,265.0,45.93,12171.0,75.0,47.0
Jesurun Rak-Sakyi,Midfielder,0.0,1.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,0.0
Davy Pröpper,Midfielder,2.0,46.0,7.0,1.0,106.0,107.0,41.84,4477.0,27.0,8.0
Georginio Wijnaldum,Midfielder,27.0,41.0,16.0,0.0,99.0,217.0,42.83,9294.0,129.0,8.0
Christian Nørgaard,Midfielder,1.0,1.0,0.0,0.0,12.0,7.0,41.14,288.0,3.0,3.0
Jack Cork,Midfielder,8.0,115.0,9.0,0.0,234.0,282.0,41.1,11589.0,100.0,34.0
Scott McTominay,Midfielder,10.0,17.0,2.0,0.0,106.0,95.0,35.19,3343.0,52.0,9.0
Jack Jenkins,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Holland,Midfielder,0.0,2.0,0.0,0.0,0.0,2.0,5.5,11.0,0.0,0.0
Rachid Ghezzal,Midfielder,1.0,12.0,0.0,0.0,13.0,19.0,22.21,422.0,5.0,3.0
Christian Pulisic,Midfielder,14.0,16.0,6.0,0.0,29.0,53.0,25.55,1354.0,26.0,2.0
Tommy Doyle,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,1.0,0.0
Solly March,Midfielder,4.0,49.0,8.0,0.0,99.0,116.0,23.25,2697.0,29.0,7.0
Przemyslaw Placheta,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andreas Pereira,Midfielder,2.0,13.0,4.0,0.0,42.0,45.0,24.69,1111.0,21.0,10.0
Abdoulaye Doucouré,Midfielder,21.0,76.0,18.0,0.0,176.0,165.0,50.6,8349.0,57.0,39.0
Henri Lansbury,Midfielder,0.0,8.0,0.0,0.0,5.0,13.0,8.85,115.0,4.0,1.0
Aaron Ramsey,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Ferry,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iker Pozo,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,Midfielder,1.0,22.0,1.0,0.0,17.0,46.0,13.63,627.0,15.0,3.0
Scott Banks,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Bogusz,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hayden Lindley,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheyi Ojo,Midfielder,0.0,2.0,3.0,0.0,3.0,8.0,17.5,140.0,3.0,0.0
Fabian Delph,Midfielder,7.0,77.0,8.0,3.0,143.0,194.0,46.81,9081.0,79.0,30.0
Rodri,Midfielder,6.0,13.0,4.0,0.0,94.0,74.0,77.51,5736.0,52.0,16.0
Ozan Tufan,Midfielder,0.0,1.0,0.0,0.0,3.0,2.0,16.5,33.0,0.0,0.0
James McCarthy,Midfielder,13.0,109.0,12.0,1.0,311.0,272.0,40.89,11122.0,91.0,48.0
Matthew Craig,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emiliano Buendía,Midfielder,2.0,27.0,7.0,1.0,38.0,41.0,36.73,1506.0,7.0,7.0
Taylor Jay-Hart,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Praet,Midfielder,2.0,15.0,3.0,0.0,30.0,42.0,19.4,815.0,21.0,2.0
John McGinn,Midfielder,7.0,33.0,8.0,0.0,92.0,71.0,31.8,2258.0,24.0,17.0
Paul Pogba,Midfielder,28.0,23.0,36.0,1.0,244.0,144.0,61.01,8785.0,80.0,25.0
Andrew Moran,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donny van de Beek,Midfielder,1.0,5.0,1.0,0.0,5.0,20.0,13.7,274.0,12.0,1.0
Miguel Almirón,Midfielder,8.0,37.0,3.0,0.0,58.0,87.0,23.91,2080.0,27.0,9.0
Ryan Finnigan,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Onyango,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakim Ziyech,Midfielder,2.0,5.0,3.0,0.0,20.0,25.0,28.48,712.0,12.0,3.0
Jayson Molumby,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Taylor Richards,Midfielder,0.0,1.0,0.0,0.0,0.0,1.0,17.0,17.0,0.0,0.0
Sidnei Tavares,Midfielder,0.0,0.0,0.0,0.0,1.0,2.0,13.0,26.0,1.0,0.0
Edward Rowe,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henri Saivet,Midfielder,1.0,2.0,0.0,0.0,1.0,5.0,21.2,106.0,3.0,0.0
Muhamed Besic,Midfielder,0.0,17.0,0.0,0.0,42.0,46.0,29.11,1339.0,14.0,11.0
Nemanja Matic,Midfielder,6.0,41.0,20.0,3.0,251.0,232.0,58.97,13680.0,144.0,38.0
Kiernan Dewsbury-Hall,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0
Jakub Moder,Midfielder,0.0,6.0,1.0,0.0,14.0,19.0,19.74,375.0,8.0,1.0
Tomas Soucek,Midfielder,14.0,19.0,2.0,1.0,86.0,58.0,39.98,2319.0,25.0,7.0
Jamie Shackleton,Midfielder,0.0,8.0,0.0,0.0,3.0,18.0,19.28,347.0,7.0,0.0
Tom Cleverley,Midfielder,14.0,81.0,14.0,1.0,176.0,219.0,37.95,8312.0,82.0,22.0
Kane Crichlow,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Facundo Pellistri,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,Midfielder,21.0,98.0,26.0,4.0,210.0,244.0,41.88,10218.0,87.0,40.0
Hannibal Mejbri,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0
Aaron Lennon,Midfielder,34.0,127.0,50.0,0.0,160.0,392.0,18.97,7437.0,165.0,20.0
Eberechi Eze,Midfielder,4.0,16.0,6.0,0.0,18.0,34.0,32.0,1088.0,12.0,3.0
Dale Stephens,Midfielder,1.0,51.0,5.0,1.0,144.0,106.0,46.26,4904.0,25.0,21.0
Oriol Romeu,Midfielder,5.0,77.0,1.0,0.0,288.0,209.0,45.0,9404.0,73.0,56.0
Bukayo Saka,Midfielder,7.0,21.0,9.0,0.0,51.0,66.0,28.0,1848.0,28.0,7.0
Mackenzie Hunt,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dani Ceballos,Midfielder,0.0,17.0,5.0,0.0,42.0,49.0,51.49,2523.0,21.0,5.0
Conor Hourihane,Midfielder,4.0,15.0,6.0,0.0,15.0,31.0,24.03,745.0,9.0,4.0
Andros Townsend,Midfielder,25.0,108.0,28.0,0.0,105.0,250.0,21.99,5497.0,91.0,15.0
Kortney Hause,Midfielder,3.0,13.0,0.0,0.0,35.0,28.0,39.61,1109.0,8.0,5.0
Tom Davies,Midfielder,5.0,42.0,5.0,0.0,143.0,133.0,27.25,3624.0,59.0,25.0
Kieran Dowell,Midfielder,0.0,2.0,0.0,0.0,1.0,4.0,13.5,54.0,2.0,0.0
Chem Campbell,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Jenks,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Craig,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Cain,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Romaine Mundle,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Woodburn,Midfielder,0.0,1.0,0.0,0.0,2.0,6.0,6.67,40.0,5.0,0.0
Dele Alli,Midfielder,51.0,43.0,34.0,0.0,196.0,177.0,33.85,5992.0,99.0,25.0
Einar Iversen,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lars Dendoncker,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James McArthur,Midfielder,23.0,136.0,20.0,0.0,412.0,305.0,36.47,11123.0,97.0,50.0
Luke Bolton,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lamare Bogarde,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Winks,Midfielder,2.0,27.0,2.0,0.0,70.0,111.0,43.19,4794.0,65.0,19.0
Lewis Bate,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emile Smith Rowe,Midfielder,3.0,8.0,5.0,0.0,7.0,29.0,32.86,953.0,15.0,0.0
Alex Král,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faustino Anjorin,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0
Ken Sema,Midfielder,1.0,6.0,2.0,0.0,18.0,22.0,13.41,295.0,11.0,2.0
Danny Drinkwater,Midfielder,4.0,32.0,8.0,1.0,150.0,104.0,50.48,5250.0,48.0,11.0
Onel Hernández,Midfielder,1.0,19.0,2.0,0.0,14.0,26.0,11.96,311.0,1.0,0.0
Nya Kirby,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harrison Sohna,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thakgalo Leshabela,Midfielder,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0
Liam McCarron,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Lamela,Midfielder,17.0,44.0,23.0,1.0,235.0,177.0,24.58,4350.0,90.0,30.0
Yves Bissouma,Midfielder,2.0,39.0,1.0,1.0,129.0,91.0,35.86,3263.0,25.0,18.0
Shane Flynn,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Redmond,Midfielder,27.0,117.0,21.0,1.0,185.0,242.0,27.21,6585.0,62.0,13.0
Saúl Ñíguez,Midfielder,0.0,0.0,0.0,0.0,3.0,1.0,38.0,38.0,1.0,0.0
Tiemoué Bakayoko,Midfielder,2.0,6.0,2.0,1.0,50.0,29.0,38.21,1108.0,18.0,3.0
Marvelous Nakamba,Midfielder,0.0,21.0,0.0,0.0,38.0,46.0,25.22,1160.0,17.0,8.0
Mads Bidstrup,Midfielder,0.0,0.0,0.0,0.0,0.0,3.0,3.67,11.0,2.0,0.0
Ryan Fraser,Midfielder,16.0,70.0,28.0,1.0,45.0,142.0,26.3,3734.0,37.0,7.0
Michael Olise,Midfielder,1.0,1.0,0.0,0.0,1.0,3.0,10.0,30.0,1.0,0.0
J'Neil Bennett,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reece McAlear,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamza Choudhury,Midfielder,1.0,15.0,2.0,1.0,31.0,48.0,24.35,1169.0,21.0,4.0
Joseph Hungbo,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Ramsey,Midfielder,0.0,11.0,0.0,0.0,20.0,28.0,12.14,340.0,12.0,2.0
Dan Gosling,Midfielder,17.0,79.0,4.0,1.0,164.0,185.0,27.95,5170.0,69.0,35.0
Yoane Wissa,Midfielder,2.0,0.0,0.0,0.0,1.0,4.0,2.0,8.0,1.0,0.0
Alex Oxlade-Chamberlain,Midfielder,17.0,46.0,23.0,0.0,108.0,211.0,22.4,4726.0,122.0,10.0
Kai Havertz,Midfielder,5.0,10.0,3.0,0.0,35.0,33.0,26.67,880.0,14.0,2.0
Jacob Murphy,Midfielder,4.0,38.0,6.0,0.0,39.0,67.0,13.21,885.0,13.0,4.0
Mohamed Elyounoussi,Midfielder,1.0,12.0,0.0,0.0,15.0,21.0,15.1,317.0,1.0,0.0
Mario Vrancic,Midfielder,1.0,15.0,0.0,0.0,13.0,20.0,22.6,452.0,1.0,3.0
Pierre-Emile Højbjerg,Midfielder,7.0,63.0,8.0,2.0,219.0,154.0,57.87,8912.0,55.0,30.0
Josh Dasilva,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Sørensen,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Felipe Anderson,Midfielder,10.0,32.0,8.0,0.0,44.0,63.0,40.75,2567.0,20.0,4.0
Fabinho,Midfielder,4.0,10.0,6.0,0.0,98.0,92.0,60.63,5578.0,63.0,20.0
Thanawat Suengchitthawon,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Otasowie,Midfielder,0.0,2.0,1.0,0.0,3.0,6.0,9.83,59.0,1.0,1.0
Douglas Luiz,Midfielder,3.0,36.0,6.0,1.0,120.0,75.0,37.63,2822.0,25.0,17.0
Pascal Groß,Midfielder,15.0,56.0,25.0,0.0,87.0,131.0,35.15,4605.0,30.0,10.0
Jacob Montes,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meritan Shabani,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Podence,Midfielder,4.0,12.0,2.0,0.0,19.0,37.0,20.16,746.0,16.0,3.0
Ryan Sessegnon,Midfielder,2.0,25.0,6.0,0.0,24.0,41.0,20.63,846.0,10.0,0.0
Tyler Morton,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malachi Boateng,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Willock,Midfielder,9.0,21.0,1.0,0.0,32.0,60.0,13.9,834.0,20.0,3.0
Robbie Brady,Midfielder,10.0,81.0,13.0,1.0,136.0,160.0,22.62,3619.0,45.0,18.0
Moisés Caicedo,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Kovacic,Midfielder,2.0,24.0,9.0,0.0,60.0,97.0,56.66,5496.0,53.0,15.0
Alexis Mac Allister,Midfielder,2.0,13.0,2.0,0.0,24.0,35.0,16.49,577.0,11.0,1.0
Manuel Lanzini,Midfielder,21.0,56.0,14.0,0.0,57.0,141.0,38.85,5478.0,46.0,20.0
Stuart Dallas,Midfielder,8.0,18.0,3.0,0.0,42.0,45.0,49.4,2223.0,19.0,7.0
Mason Mount,Midfielder,13.0,21.0,11.0,0.0,90.0,78.0,39.65,3093.0,40.0,5.0
James Garner,Midfielder,0.0,0.0,0.0,0.0,0.0,2.0,7.5,15.0,2.0,0.0
Will Hughes,Midfielder,5.0,40.0,8.0,0.0,126.0,77.0,28.61,2203.0,22.0,14.0
Danel Sinani,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Omari Hutchinson,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernardo Silva,Midfielder,22.0,18.0,24.0,0.0,86.0,137.0,41.36,5667.0,105.0,14.0
Dylan Levitt,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Tella,Midfielder,1.0,13.0,1.0,0.0,16.0,21.0,7.48,157.0,5.0,2.0
Luke Cundle,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitinha,Midfielder,0.0,10.0,1.0,0.0,8.0,19.0,17.37,330.0,5.0,0.0
Moussa Djenepo,Midfielder,3.0,27.0,2.0,1.0,58.0,51.0,14.29,729.0,14.0,12.0
Kamal Sowah,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Francis,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Perry,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Gilmour,Midfielder,0.0,7.0,0.0,0.0,8.0,15.0,40.73,611.0,7.0,0.0
Jaime Alvarado,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Chrisene,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathias Normann,Midfielder,0.0,2.0,1.0,0.0,3.0,3.0,36.67,110.0,0.0,1.0
Tom Trybull,Midfielder,0.0,10.0,0.0,0.0,26.0,16.0,38.44,615.0,2.0,2.0
Jaakko Oksanen,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Golo Kanté,Midfielder,11.0,40.0,12.0,0.0,254.0,198.0,52.99,10493.0,116.0,29.0
Josh Benson,Midfielder,0.0,3.0,0.0,0.0,4.0,6.0,13.17,79.0,2.0,0.0
João Moutinho,Midfielder,3.0,40.0,15.0,1.0,146.0,116.0,49.91,5789.0,45.0,14.0
Luka Milivojevic,Midfielder,28.0,66.0,5.0,1.0,248.0,153.0,45.58,6973.0,50.0,42.0
Pablo Hernández,Midfielder,5.0,34.0,15.0,0.0,30.0,73.0,36.73,2681.0,21.0,6.0
Trézéguet,Midfielder,8.0,28.0,2.0,1.0,74.0,55.0,11.85,652.0,17.0,2.0
Mattéo Guendouzi,Midfielder,0.0,17.0,1.0,0.0,41.0,57.0,48.25,2750.0,24.0,15.0
Anthony Mancini,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou Kouyaté,Midfielder,14.0,94.0,10.0,1.0,285.0,237.0,30.55,7240.0,75.0,29.0
Nohan Kenneh,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vitaly Janelt,Midfielder,1.0,1.0,0.0,0.0,9.0,6.0,32.33,194.0,2.0,1.0
James McAtee,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Leonard,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred,Midfielder,3.0,18.0,1.0,0.0,118.0,82.0,56.09,4599.0,41.0,17.0
Juan Familia-Castillo,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,Midfielder,4.0,18.0,3.0,0.0,57.0,36.0,29.58,1065.0,4.0,13.0
Jeffrey Schlupp,Midfielder,14.0,74.0,10.0,0.0,135.0,178.0,20.04,3567.0,63.0,17.0
Felix Nmecha,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anwar El Ghazi,Midfielder,15.0,33.0,4.0,0.0,43.0,65.0,16.18,1052.0,18.0,6.0
Lucas Torreira,Midfielder,3.0,15.0,3.0,1.0,62.0,63.0,39.57,2493.0,28.0,14.0
Pierre Lees-Melou,Midfielder,0.0,5.0,0.0,0.0,8.0,6.0,37.83,227.0,0.0,2.0
Adam Lallana,Midfielder,31.0,60.0,29.0,0.0,164.0,233.0,32.78,7637.0,108.0,18.0
Ilkay Gündogan,Midfielder,29.0,22.0,8.0,0.0,58.0,135.0,57.96,7825.0,99.0,15.0
Curtis Jones,Midfielder,3.0,6.0,3.0,0.0,23.0,33.0,35.73,1179.0,18.0,2.0
Conor Coventry,Midfielder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
